City Id,State,State Abbreviation,Municipality,Link
95,Colorado,CO,Colorado Springs,https://www.hrc.org/resources/municipalities/colorado-springs-co
96,Colorado,CO,Denver,https://www.hrc.org/resources/municipalities/denver-co
97,Colorado,CO,Fort Collins,https://www.hrc.org/resources/municipalities/fort-collins-co
98,Colorado,CO,Lakewood,https://www.hrc.org/resources/municipalities/lakewood-co
99,Colorado,CO,Littleton,https://www.hrc.org/resources/municipalities/littleton-co
100,Connecticut,CT,Bridgeport,https://www.hrc.org/resources/municipalities/bridgeport-ct
101,Connecticut,CT,Fairfield,https://www.hrc.org/resources/municipalities/fairfield-ct
102,Connecticut,CT,Hartford,https://www.hrc.org/resources/municipalities/hartford-ct
103,Connecticut,CT,New Britain,https://www.hrc.org/resources/municipalities/new-britain-ct
104,Connecticut,CT,New Haven,https://www.hrc.org/resources/municipalities/new-haven-ct
105,Connecticut,CT,Norwalk,https://www.hrc.org/resources/municipalities/norwalk-ct
106,Connecticut,CT,Stamford,https://www.hrc.org/resources/municipalities/stamford-ct
107,Connecticut,CT,Storrs Mansfield,https://www.hrc.org/resources/municipalities/storrs-mansfield-ct
108,Connecticut,CT,Waterbury,https://www.hrc.org/resources/municipalities/waterbury-ct
109,Delaware,DE,Bethany Beach,https://www.hrc.org/resources/municipalities/bethany-beach-de
110,Delaware,DE,Dover,https://www.hrc.org/resources/municipalities/dover-de
111,Delaware,DE,Middletown,https://www.hrc.org/resources/municipalities/middletown-de
112,Delaware,DE,Milford,https://www.hrc.org/resources/municipalities/milford-de
113,Delaware,DE,Newark,https://www.hrc.org/resources/municipalities/newark-de
114,Delaware,DE,Rehoboth Beach,https://www.hrc.org/resources/municipalities/rehoboth-beach-de
115,Delaware,DE,Smyrna,https://www.hrc.org/resources/municipalities/smyrna-de
116,Delaware,DE,Wilmington,https://www.hrc.org/resources/municipalities/wilmington-de
117,Florida,FL,Cape Coral,https://www.hrc.org/resources/municipalities/cape-coral-fl
118,Florida,FL,Coral Gables,https://www.hrc.org/resources/municipalities/coral-gables-fl
119,Florida,FL,Daytona Beach,https://www.hrc.org/resources/municipalities/daytona-beach-fl
120,Florida,FL,Fort Lauderdale,https://www.hrc.org/resources/municipalities/fort-lauderdale-fl
121,Florida,FL,Gainesville,https://www.hrc.org/resources/municipalities/gainesville-fl
122,Florida,FL,Hialeah,https://www.hrc.org/resources/municipalities/hialeah-fl
123,Florida,FL,Hollywood,https://www.hrc.org/resources/municipalities/hollywood-fl
124,Florida,FL,Jacksonville,https://www.hrc.org/resources/municipalities/jacksonville-fl
125,Florida,FL,Miami Shores,https://www.hrc.org/resources/municipalities/miami-shores-fl
126,Florida,FL,Miami,https://www.hrc.org/resources/municipalities/miami-fl
127,Florida,FL,Oakland Park,https://www.hrc.org/resources/municipalities/oakland-park-fl
128,Florida,FL,Orlando,https://www.hrc.org/resources/municipalities/orlando-fl
129,Florida,FL,Pembroke Pines,https://www.hrc.org/resources/municipalities/pembroke-pines-fl
130,Florida,FL,Port Saint Lucie,https://www.hrc.org/resources/municipalities/port-saint-lucie-fl
131,Florida,FL,St. Petersburg,https://www.hrc.org/resources/municipalities/st.-petersburg-fl
132,Florida,FL,Tallahassee,https://www.hrc.org/resources/municipalities/tallahassee-fl
133,Florida,FL,Tampa,https://www.hrc.org/resources/municipalities/tampa-fl
134,Florida,FL,Wilton Manors,https://www.hrc.org/resources/municipalities/wilton-manors-fl
135,Georgia,GA,Athens Clarke County,https://www.hrc.org/resources/municipalities/athens-clarke-county-ga
136,Georgia,GA,Atlanta,https://www.hrc.org/resources/municipalities/atlanta-ga
137,Georgia,GA,Augusta Richmond County,https://www.hrc.org/resources/municipalities/augusta-richmond-county-ga
138,Georgia,GA,Avondale Estates,https://www.hrc.org/resources/municipalities/avondale-estates-ga
139,Georgia,GA,Columbus,https://www.hrc.org/resources/municipalities/columbus-ga
140,Georgia,GA,Decatur,https://www.hrc.org/resources/municipalities/decatur-ga
141,Georgia,GA,North Druid Hills Dekalb County,https://www.hrc.org/resources/municipalities/north-druid-hills-dekalb-county-ga
142,Georgia,GA,Roswell,https://www.hrc.org/resources/municipalities/roswell-ga
143,Georgia,GA,Sandy Springs,https://www.hrc.org/resources/municipalities/sandy-springs-ga
144,Georgia,GA,Savannah,https://www.hrc.org/resources/municipalities/savannah-ga
145,Hawaii,HI,Hawaii County,https://www.hrc.org/resources/municipalities/hawaii-county-hi
146,Hawaii,HI,Honolulu County,https://www.hrc.org/resources/municipalities/honolulu-county-hi
147,Hawaii,HI,Kalawao County,https://www.hrc.org/resources/municipalities/kalawao-county-hi
148,Hawaii,HI,Kauai County,https://www.hrc.org/resources/municipalities/kauai-county-hi
149,Hawaii,HI,Maui County,https://www.hrc.org/resources/municipalities/maui-county-hi
150,Idaho,ID,Boise,https://www.hrc.org/resources/municipalities/boise-id
151,Idaho,ID,Coeur Dalene,https://www.hrc.org/resources/municipalities/coeur-dalene-id
152,Idaho,ID,Idaho Falls,https://www.hrc.org/resources/municipalities/idaho-falls-id
153,Idaho,ID,Meridian,https://www.hrc.org/resources/municipalities/meridian-id
154,Idaho,ID,Moscow,https://www.hrc.org/resources/municipalities/moscow-id
155,Idaho,ID,Nampa,https://www.hrc.org/resources/municipalities/nampa-id
156,Idaho,ID,Pocatello,https://www.hrc.org/resources/municipalities/pocatello-id
157,Illinois,IL,Aurora,https://www.hrc.org/resources/municipalities/aurora-il
158,Illinois,IL,Carbondale,https://www.hrc.org/resources/municipalities/carbondale-il
159,Illinois,IL,Champaign,https://www.hrc.org/resources/municipalities/champaign-il
160,Illinois,IL,Chicago,https://www.hrc.org/resources/municipalities/chicago-il
161,Illinois,IL,Joliet,https://www.hrc.org/resources/municipalities/joliet-il
162,Illinois,IL,Naperville,https://www.hrc.org/resources/municipalities/naperville-il
163,Illinois,IL,Peoria,https://www.hrc.org/resources/municipalities/peoria-il
164,Illinois,IL,Rockford,https://www.hrc.org/resources/municipalities/rockford-il
165,Illinois,IL,Springfield,https://www.hrc.org/resources/municipalities/springfield-il
166,Indiana,IN,Bloomington,https://www.hrc.org/resources/municipalities/bloomington-in
167,Indiana,IN,Evansville,https://www.hrc.org/resources/municipalities/evansville-in
168,Indiana,IN,Fort Wayne,https://www.hrc.org/resources/municipalities/fort-wayne-in
169,Indiana,IN,Hammond,https://www.hrc.org/resources/municipalities/hammond-in
170,Indiana,IN,Indianapolis,https://www.hrc.org/resources/municipalities/indianapolis-in
171,Indiana,IN,Muncie,https://www.hrc.org/resources/municipalities/muncie-in
172,Indiana,IN,South Bend,https://www.hrc.org/resources/municipalities/south-bend-in
173,Indiana,IN,Terre Haute,https://www.hrc.org/resources/municipalities/terre-haute-in
174,Indiana,IN,West Lafayette,https://www.hrc.org/resources/municipalities/west-lafayette-in
175,Iowa,IA,Ames,https://www.hrc.org/resources/municipalities/ames-ia
176,Iowa,IA,Cedar Rapids,https://www.hrc.org/resources/municipalities/cedar-rapids-ia
177,Iowa,IA,Davenport,https://www.hrc.org/resources/municipalities/davenport-ia
178,Iowa,IA,Des Moines,https://www.hrc.org/resources/municipalities/des-moines-ia
179,Iowa,IA,Dubuque,https://www.hrc.org/resources/municipalities/dubuque-ia
180,Iowa,IA,Iowa City,https://www.hrc.org/resources/municipalities/iowa-city-ia
181,Iowa,IA,Sioux City,https://www.hrc.org/resources/municipalities/sioux-city-ia
182,Iowa,IA,Waterloo,https://www.hrc.org/resources/municipalities/waterloo-ia
183,Iowa,IA,West Des Moines,https://www.hrc.org/resources/municipalities/west-des-moines-ia
184,Kansas,KS,Emporia,https://www.hrc.org/resources/municipalities/emporia-ks
185,Kansas,KS,Hutchinson,https://www.hrc.org/resources/municipalities/hutchinson-ks
186,Kansas,KS,Kansas City,https://www.hrc.org/resources/municipalities/kansas-city-ks
187,Kansas,KS,Lawrence,https://www.hrc.org/resources/municipalities/lawrence-ks
188,Kansas,KS,Manhattan,https://www.hrc.org/resources/municipalities/manhattan-ks
189,Kansas,KS,Olathe,https://www.hrc.org/resources/municipalities/olathe-ks
190,Kansas,KS,Overland Park,https://www.hrc.org/resources/municipalities/overland-park-ks
191,Kansas,KS,Topeka,https://www.hrc.org/resources/municipalities/topeka-ks
192,Kansas,KS,Wichita,https://www.hrc.org/resources/municipalities/wichita-ks
193,Kentucky,KY,Berea,https://www.hrc.org/resources/municipalities/berea-ky
194,Kentucky,KY,Bowling Green,https://www.hrc.org/resources/municipalities/bowling-green-ky
195,Kentucky,KY,Covington,https://www.hrc.org/resources/municipalities/covington-ky
196,Kentucky,KY,Frankfort,https://www.hrc.org/resources/municipalities/frankfort-ky
197,Kentucky,KY,Lexington,https://www.hrc.org/resources/municipalities/lexington-ky
198,Kentucky,KY,Louisville,https://www.hrc.org/resources/municipalities/louisville-ky
199,Kentucky,KY,Morehead,https://www.hrc.org/resources/municipalities/morehead-ky
200,Kentucky,KY,Owensboro,https://www.hrc.org/resources/municipalities/owensboro-ky
201,Louisiana,LA,Alexandria,https://www.hrc.org/resources/municipalities/alexandria-la
202,Louisiana,LA,Baton Rouge,https://www.hrc.org/resources/municipalities/baton-rouge-la
203,Louisiana,LA,Lafayette,https://www.hrc.org/resources/municipalities/lafayette-la
204,Louisiana,LA,Lake Charles,https://www.hrc.org/resources/municipalities/lake-charles-la
205,Louisiana,LA,Metairie,https://www.hrc.org/resources/municipalities/metairie-la
206,Louisiana,LA,Monroe,https://www.hrc.org/resources/municipalities/monroe-la
207,Louisiana,LA,New Orleans,https://www.hrc.org/resources/municipalities/new-orleans-la
208,Louisiana,LA,Shreveport,https://www.hrc.org/resources/municipalities/shreveport-la
209,Maine,ME,Auburn,https://www.hrc.org/resources/municipalities/auburn-me
210,Maine,ME,Augusta,https://www.hrc.org/resources/municipalities/augusta-me
211,Maine,ME,Bangor,https://www.hrc.org/resources/municipalities/bangor-me
212,Maine,ME,Brunswick,https://www.hrc.org/resources/municipalities/brunswick-me
213,Maine,ME,Lewiston,https://www.hrc.org/resources/municipalities/lewiston-me
214,Maine,ME,Orono,https://www.hrc.org/resources/municipalities/orono-me
215,Maine,ME,Portland,https://www.hrc.org/resources/municipalities/portland-me
216,Maine,ME,Scarborough,https://www.hrc.org/resources/municipalities/scarborough-me
217,Maine,ME,South Portland,https://www.hrc.org/resources/municipalities/south-portland-me
218,Montana,MT,Billings,https://www.hrc.org/resources/municipalities/billings-mt
219,Montana,MT,Bozeman,https://www.hrc.org/resources/municipalities/bozeman-mt
220,Montana,MT,Butte Silver Bow,https://www.hrc.org/resources/municipalities/butte-silver-bow-mt
221,Montana,MT,Great Falls,https://www.hrc.org/resources/municipalities/great-falls-mt
222,Montana,MT,Helena,https://www.hrc.org/resources/municipalities/helena-mt
223,Montana,MT,Kalispell,https://www.hrc.org/resources/municipalities/kalispell-mt
224,Montana,MT,Missoula,https://www.hrc.org/resources/municipalities/missoula-mt
225,Montana,MT,Whitefish,https://www.hrc.org/resources/municipalities/whitefish-mt
226,Nebraska,NE,Bellevue,https://www.hrc.org/resources/municipalities/bellevue-ne
227,Nebraska,NE,Fremont,https://www.hrc.org/resources/municipalities/fremont-ne
228,Nebraska,NE,Grand Island,https://www.hrc.org/resources/municipalities/grand-island-ne
229,Nebraska,NE,Kearney,https://www.hrc.org/resources/municipalities/kearney-ne
230,Nebraska,NE,Lincoln,https://www.hrc.org/resources/municipalities/lincoln-ne
231,Nebraska,NE,North Platte,https://www.hrc.org/resources/municipalities/north-platte-ne
232,Nebraska,NE,Omaha,https://www.hrc.org/resources/municipalities/omaha-ne
233,Nevada,NV,Carson City,https://www.hrc.org/resources/municipalities/carson-city-nv
234,Nevada,NV,Elko,https://www.hrc.org/resources/municipalities/elko-nv
235,Nevada,NV,Enterprise Clark County,https://www.hrc.org/resources/municipalities/enterprise-clark-county-nv
236,Nevada,NV,Henderson,https://www.hrc.org/resources/municipalities/henderson-nv
237,Nevada,NV,Las Vegas,https://www.hrc.org/resources/municipalities/las-vegas-nv
238,Nevada,NV,Mesquite,https://www.hrc.org/resources/municipalities/mesquite-nv
239,Nevada,NV,North Las Vegas,https://www.hrc.org/resources/municipalities/north-las-vegas-nv
240,Nevada,NV,Paradise Clark County,https://www.hrc.org/resources/municipalities/paradise-clark-county-nv
241,Nevada,NV,Reno,https://www.hrc.org/resources/municipalities/reno-nv
242,Nevada,NV,Sparks,https://www.hrc.org/resources/municipalities/sparks-nv
243,New Hampshire,NH,Concord,https://www.hrc.org/resources/municipalities/concord-nh
244,New Hampshire,NH,Derry,https://www.hrc.org/resources/municipalities/derry-nh
245,New Hampshire,NH,Dover,https://www.hrc.org/resources/municipalities/dover-nh
246,New Hampshire,NH,Durham,https://www.hrc.org/resources/municipalities/durham-nh
247,New Hampshire,NH,Keene,https://www.hrc.org/resources/municipalities/keene-nh
248,New Hampshire,NH,Manchester,https://www.hrc.org/resources/municipalities/manchester-nh
249,New Hampshire,NH,Nashua,https://www.hrc.org/resources/municipalities/nashua-nh
250,New Hampshire,NH,Plymouth,https://www.hrc.org/resources/municipalities/plymouth-nh
251,New Hampshire,NH,Portsmouth,https://www.hrc.org/resources/municipalities/portsmouth-nh
252,New Hampshire,NH,Rochester,https://www.hrc.org/resources/municipalities/rochester-nh
253,New Jersey,NJ,Asbury Park,https://www.hrc.org/resources/municipalities/asbury-park-nj
254,New Jersey,NJ,Elizabeth,https://www.hrc.org/resources/municipalities/elizabeth-nj
255,New Jersey,NJ,Hoboken,https://www.hrc.org/resources/municipalities/hoboken-nj
256,New Jersey,NJ,Jersey City,https://www.hrc.org/resources/municipalities/jersey-city-nj
257,New Jersey,NJ,Lambertville,https://www.hrc.org/resources/municipalities/lambertville-nj
258,New Jersey,NJ,Montclair,https://www.hrc.org/resources/municipalities/montclair-nj
259,New Jersey,NJ,New Brunswick,https://www.hrc.org/resources/municipalities/new-brunswick-nj
260,New Jersey,NJ,Newark,https://www.hrc.org/resources/municipalities/newark-nj
261,New Jersey,NJ,Ocean Grove Neptune,https://www.hrc.org/resources/municipalities/ocean-grove-neptune-nj
262,New Jersey,NJ,Paterson,https://www.hrc.org/resources/municipalities/paterson-nj
263,New Jersey,NJ,Princeton,https://www.hrc.org/resources/municipalities/princeton-nj
264,New Jersey,NJ,Trenton,https://www.hrc.org/resources/municipalities/trenton-nj
265,New Mexico,NM,Albuquerque,https://www.hrc.org/resources/municipalities/albuquerque-nm
266,New Mexico,NM,Eldorado At Santa Fe,https://www.hrc.org/resources/municipalities/eldorado-at-santa-fe-nm
267,New Mexico,NM,Farmington,https://www.hrc.org/resources/municipalities/farmington-nm
