Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
20818,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
20819,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
20820,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
20821,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
20822,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
20823,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
20824,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
20825,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,3
20826,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
20827,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
20828,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
20829,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
20830,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
20831,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
20832,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
20833,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
20834,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
20835,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
20836,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
20837,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
20838,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
20839,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
20840,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
20841,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
20842,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
20843,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
20844,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20845,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
20846,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
20847,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
20848,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
20849,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
20850,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
20851,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
20852,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
20853,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
20854,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
20855,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,30,Municipality as Employer,Inclusive Workplace,City,NA,0
20856,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
20857,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,32,Municipal Services,Human Rights Commission,County,NA,0
20858,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,33,Municipal Services,Human Rights Commission,City,NA,0
20859,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
20860,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
20861,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
20862,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
20863,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
20864,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
20865,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
20866,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
20867,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
20868,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
20869,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
20870,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
20871,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,3
20872,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
20873,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
20874,426,Brownsville,TX,https://www.hrc.org/resources/municipalities/brownsville-tx,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
20875,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
20876,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
20877,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
20878,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
20879,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
20880,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
20881,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
20882,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
20883,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
20884,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
20885,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
20886,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
20887,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
20888,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
20889,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
20890,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
20891,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
20892,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
20893,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20894,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
20895,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
20896,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
20897,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
20898,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
20899,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
20900,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
20901,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
20902,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
20903,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
20904,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,30,Municipality as Employer,Inclusive Workplace,City,NA,0
20905,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
20906,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,32,Municipal Services,Human Rights Commission,County,NA,0
20907,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,33,Municipal Services,Human Rights Commission,City,NA,0
20908,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
20909,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
20910,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
20911,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
20912,427,College Station,TX,https://www.hrc.org/resources/municipalities/college-station-tx,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
