State,City,Score,Link,Employment -- State -- Sexual Orientation,Employment -- State -- Gender Identity,Employment -- County -- Sexual Orientation,Employment -- County -- Gender Identity,Employment -- City -- Sexual Orientation,Employment -- City -- Gender Identity,Housing -- State -- Sexual Orientation,Housing -- State -- Gender Identity,Housing -- County -- Sexual Orientation,Housing -- County -- Gender Identity,Housing -- City -- Sexual Orientation,Housing -- City -- Gender Identity,Public Accommodations -- State,Public Accommodations -- County,Public Accommodations -- City,All-Gender Single Occupancy Facilities -- State,All-Gender Single Occupancy Facilities -- County,All-Gender Single Occupancy Facilities -- City,Protects Youth From Conversion Therapy -- State,Protects Youth From Conversion Therapy -- County,Protects Youth From Conversion Therapy -- City,Non-Discrimination in City Employment -- City -- Sexual Orientation,Non-Discrimination in City Employment -- City -- Gender Identity,Transgender-Inclusive Healthcare Benefits -- City,City Contractor Non-Discrimination Ordinance -- City -- Sexual Orientation,City Contractor Non-Discrimination Ordinance -- City -- Gender Identity,Inclusive Workplace -- City,City Employee Domestic Partner Benefits -- City,Human Rights Commission -- County,Human Rights Commission -- City,Enforcement Mechanism in Human Rights Commission -- County,Enforcement Mechanism in Human Rights Commission -- City,LGBTQ Liaison in City Executive's Office -- City,Youth Bullying Prevention Policy for City Services -- City -- Sexual Orientation,Youth Bullying Prevention Policy for City Services -- City -- Gender Identity,City provides services to/supports LGBTQ youth -- City,City provides services to/supports LGBTQ homeless people -- City,City provides services to/supports LGBTQ elders -- City,City provides services to/supports people living with HIV/AIDS -- City,City provides services to/supports the transgender community -- City,LGBTQ Police Liaison or Task Force -- City,Reported 2016 Hates Crimes Statistics to the FBI -- City,Leadership's Public Position on LGBTQ Equality -- City,Leadership's Pro-Equality Legislative or Policy Efforts -- City,Openly LGBTQ elected or appointed municipal leaders -- City,City test limits of restrictive state law -- City,Non-Discrimination in City Employment -- County -- Sexual Orientation,Non-Discrimination in City Employment -- County -- Gender Identity,Transgender-Inclusive Healthcare Benefits -- County,City Contractor Non-Discrimination Ordinance -- County -- Sexual Orientation,City Contractor Non-Discrimination Ordinance -- County -- Gender Identity,Inclusive Workplace -- County,City Employee Domestic Partner Benefits -- County,LGBTQ Liaison in City Executive's Office -- County,Youth Bullying Prevention Policy for City Services -- County -- Sexual Orientation,Youth Bullying Prevention Policy for City Services -- County -- Gender Identity,City provides services to/supports LGBTQ youth -- County,City provides services to/supports LGBTQ homeless people -- County,City provides services to/supports LGBTQ elders -- County,City provides services to/supports people living with HIV/AIDS -- County,City provides services to/supports the transgender community -- County,LGBTQ Police Liaison or Task Force -- County,Reported 2016 Hates Crimes Statistics to the FBI -- County,Leadership's Public Position on LGBTQ Equality -- County,Leadership's Pro-Equality Legislative or Policy Efforts -- County,Openly LGBTQ elected or appointed municipal leaders -- County,City test limits of restrictive state law -- County
New York,Syracuse,84,https://www.hrc.org/mei/search/new-york/syracuse,5,5,0,0,5,5,5,5,0,0,5,5,55,0,55,0,0,0,2,0,0,7,7,0,3,3,0,1,0,5,0,2,0,0,0,2,0,0,0,2,10,0,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
New York,White Plains,89,https://www.hrc.org/mei/search/new-york/white-plains,5,5,5,5,0,0,5,5,5,5,0,0,55,55,0,0,0,0,2,0,0,7,7,0,0,0,2,0,5,0,2,0,5,0,0,0,0,0,0,0,10,12,4,1,2,0,,,,,,,,,,,,,,,,,,,,,
New York,Yonkers,100,https://www.hrc.org/mei/search/new-york/yonkers,5,5,5,5,0,0,5,5,5,5,0,0,55,52,0,0,0,0,2,0,0,7,7,6,3,0,0,0,0,5,0,2,5,0,0,0,0,0,2,0,10,12,5,2,2,0,,,,,,,,,,,,,,,,,,,,,
North Carolina,Carrboro,70,https://www.hrc.org/mei/search/north-carolina/carrboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,0,1,5,0,2,0,5,0,0,2,0,0,2,2,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
North Carolina,Cary,0,https://www.hrc.org/mei/search/north-carolina/cary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
North Carolina,Chapel Hill,72,https://www.hrc.org/mei/search/north-carolina/chapel-hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,0,1,5,0,0,0,5,0,0,2,2,2,2,2,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
North Carolina,Charlotte,64,https://www.hrc.org/mei/search/north-carolina/charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,5,0,2,0,0,0,0,0,0,2,0,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
North Carolina,Durham,67,https://www.hrc.org/mei/search/north-carolina/durham1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,5,0,2,5,0,0,0,2,0,0,0,10,12,5,1,2,3,,,,,,,,,,,,,,,,,,,,,
North Carolina,Fayetteville,17,https://www.hrc.org/mei/search/north-carolina/fayetteville1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
North Carolina,Greensboro,79,https://www.hrc.org/mei/search/north-carolina/greensboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,2,0,0,5,0,2,5,0,0,2,2,2,2,2,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
North Carolina,Raleigh,52,https://www.hrc.org/mei/search/north-carolina/raleigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,5,0,2,0,0,0,0,0,2,2,0,0,12,5,1,0,3,,,,,,,,,,,,,,,,,,,,,
North Carolina,Wilmington,15,https://www.hrc.org/mei/search/north-carolina/wilmington1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
North Carolina,Winston-Salem,52,https://www.hrc.org/mei/search/north-carolina/winston-salem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,2,5,0,0,0,2,0,2,0,10,12,3,1,0,3,,,,,,,,,,,,,,,,,,,,,
North Dakota,Bismarck,19,https://www.hrc.org/mei/search/north-dakota/bismarck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,Fargo,55,https://www.hrc.org/mei/search/north-dakota/fargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,5,0,0,2,0,2,2,2,10,12,3,0,2,3,,,,,,,,,,,,,,,,,,,,,
North Dakota,Grand Forks,56,https://www.hrc.org/mei/search/north-dakota/grand-forks,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,12,5,2,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,Jamestown,7,https://www.hrc.org/mei/search/north-dakota/jamestown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,Mandan,12,https://www.hrc.org/mei/search/north-dakota/mandan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,Minot,17,https://www.hrc.org/mei/search/north-dakota/minot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,West Fargo,14,https://www.hrc.org/mei/search/north-dakota/west-fargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Akron,100,https://www.hrc.org/mei/search/ohio/akron,0,0,5,5,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,3,3,0,0,0,5,0,2,5,0,0,2,2,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Cincinnati,100,https://www.hrc.org/mei/search/ohio/cincinnati,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,6,3,3,0,0,0,5,0,0,5,0,0,2,2,0,2,0,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Ohio,Cleveland,100,https://www.hrc.org/mei/search/ohio/cleveland,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,3,3,2,1,0,5,0,2,5,0,0,0,0,2,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Columbus,100,https://www.hrc.org/mei/search/ohio/columbus1,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,6,3,3,0,0,0,5,0,2,5,0,0,0,0,0,0,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Dayton,100,https://www.hrc.org/mei/search/ohio/dayton,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,6,3,3,0,0,0,5,0,2,5,0,0,0,0,0,2,0,10,12,5,2,0,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Dublin,31,https://www.hrc.org/mei/search/ohio/dublin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Lakewood,85,https://www.hrc.org/mei/search/ohio/lakewood1,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,3,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Ohio,Toledo,100,https://www.hrc.org/mei/search/ohio/toledo,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,6,0,0,2,1,0,5,0,2,5,0,0,2,0,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Broken Arrow,12,https://www.hrc.org/mei/search/oklahoma/broken-arrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Edmond,19,https://www.hrc.org/mei/search/oklahoma/edmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Lawton,17,https://www.hrc.org/mei/search/oklahoma/lawton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Moore,0,https://www.hrc.org/mei/search/oklahoma/moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Norman,41,https://www.hrc.org/mei/search/oklahoma/norman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Oklahoma City,40,https://www.hrc.org/mei/search/oklahoma/oklahoma-city,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,4,2,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Stillwater,0,https://www.hrc.org/mei/search/oklahoma/stillwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Tulsa,65,https://www.hrc.org/mei/search/oklahoma/tulsa,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,2,5,0,0,2,2,0,2,0,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Ashland,43,https://www.hrc.org/mei/search/oregon/ashland,5,5,0,0,0,0,4,4,0,0,5,5,55,0,52,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Bend,58,https://www.hrc.org/mei/search/oregon/bend,5,5,0,0,5,5,4,4,0,0,5,5,55,0,55,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Corvallis,66,https://www.hrc.org/mei/search/oregon/corvallis,5,5,4,5,4,5,4,4,4,5,4,5,55,45,45,0,0,0,2,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Eugene,84,https://www.hrc.org/mei/search/oregon/eugene,5,5,0,0,5,5,4,4,0,0,4,5,55,0,55,0,0,0,2,0,0,7,7,6,3,3,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,12,5,2,0,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Gresham,68,https://www.hrc.org/mei/search/oregon/gresham,5,5,0,0,0,0,4,4,0,0,0,0,55,0,0,0,0,0,2,0,0,7,7,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Hillsboro,44,https://www.hrc.org/mei/search/oregon/hillsboro,5,5,0,0,5,5,4,4,0,0,4,4,55,0,55,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Portland,100,https://www.hrc.org/mei/search/oregon/portland1,5,5,5,5,5,5,4,4,0,0,5,5,55,0,55,0,0,1,2,0,0,7,7,6,3,3,2,0,0,5,0,0,5,0,0,0,0,2,2,2,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Oregon,Salem,86,https://www.hrc.org/mei/search/oregon/salem1,5,5,0,0,4,4,4,4,0,0,4,4,55,0,44,0,0,0,2,0,0,7,7,0,3,3,0,0,0,5,0,2,5,0,0,0,0,0,0,0,10,12,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Allentown,100,https://www.hrc.org/mei/search/pennsylvania/allentown,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,0,3,3,0,0,0,5,0,2,5,0,0,2,0,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Carlisle,71,https://www.hrc.org/mei/search/pennsylvania/carlisle,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Erie,50,https://www.hrc.org/mei/search/pennsylvania/erie,0,0,4,4,0,0,0,0,5,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,0,0,0,0,0,0,10,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Harrisburg,81,https://www.hrc.org/mei/search/pennsylvania/harrisburg,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,3,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3,2,2,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,New Hope,71,https://www.hrc.org/mei/search/pennsylvania/new-hope,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,10,0,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Philadelphia,100,https://www.hrc.org/mei/search/pennsylvania/philadelphia,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,2,0,0,2,7,7,6,3,3,0,0,0,5,0,2,5,0,0,2,2,2,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Pittsburgh,100,https://www.hrc.org/mei/search/pennsylvania/pittsburgh,0,0,5,5,5,5,0,0,5,5,5,5,0,55,55,0,0,0,0,0,2,7,7,6,3,3,0,1,0,5,0,2,5,0,0,0,2,0,2,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Reading,77,https://www.hrc.org/mei/search/pennsylvania/reading,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,0,3,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,4,2,0,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,State College,98,https://www.hrc.org/mei/search/pennsylvania/state-college,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,2,7,7,0,3,3,0,0,5,5,2,2,5,0,0,0,0,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Wilkes-Barre,78,https://www.hrc.org/mei/search/pennsylvania/wilkes-barre,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,5,0,0,0,0,0,2,0,10,0,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Cranston,57,https://www.hrc.org/mei/search/rhode-island/cranston,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,East Providence,60,https://www.hrc.org/mei/search/rhode-island/east-providence,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Kingston,56,https://www.hrc.org/mei/search/rhode-island/kingston,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Narraganset,50,https://www.hrc.org/mei/search/rhode-island/narraganset,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Newport,58,https://www.hrc.org/mei/search/rhode-island/newport,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Pawtucket,62,https://www.hrc.org/mei/search/rhode-island/pawtucket,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,0,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Providence,100,https://www.hrc.org/mei/search/rhode-island/providence,5,5,0,0,5,5,4,5,0,0,5,5,45,0,55,0,0,0,2,0,0,7,7,6,3,3,2,0,0,5,0,2,5,0,0,0,0,0,0,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Warwick,65,https://www.hrc.org/mei/search/rhode-island/warwick,5,5,0,0,0,0,4,5,0,0,0,0,45,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,1,2,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Charleston,72,https://www.hrc.org/mei/search/south-carolina/charleston,0,0,0,0,0,0,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,10,12,5,2,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Clemson,0,https://www.hrc.org/mei/search/south-carolina/clemson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Columbia,71,https://www.hrc.org/mei/search/south-carolina/columbia2,0,0,0,0,0,0,0,0,0,0,5,5,0,55,55,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,12,5,2,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Greenville,20,https://www.hrc.org/mei/search/south-carolina/greenville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Mount Pleasant,12,https://www.hrc.org/mei/search/south-carolina/mount-pleasant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Myrtle Beach,21,https://www.hrc.org/mei/search/south-carolina/myrtle-beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,North Charleston,33,https://www.hrc.org/mei/search/south-carolina/north-charleston,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,12,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Carolina,Rock Hill,17,https://www.hrc.org/mei/search/south-carolina/rock-hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Aberdeen,12,https://www.hrc.org/mei/search/south-dakota/aberdeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Brookings,100,https://www.hrc.org/mei/search/south-dakota/brookings,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,3,3,0,0,0,5,0,2,5,0,0,2,0,0,0,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Mitchell,12,https://www.hrc.org/mei/search/south-dakota/mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Pierre,0,https://www.hrc.org/mei/search/south-dakota/pierre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Rapid City,19,https://www.hrc.org/mei/search/south-dakota/rapid-city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Sioux Falls,64,https://www.hrc.org/mei/search/south-dakota/sioux-falls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,5,0,2,5,0,0,0,0,0,2,0,10,12,4,2,2,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Spearfish,19,https://www.hrc.org/mei/search/south-dakota/spearfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Vermillion,38,https://www.hrc.org/mei/search/south-dakota/vermillion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,3,2,0,0,,,,,,,,,,,,,,,,,,,,,
South Dakota,Watertown,19,https://www.hrc.org/mei/search/south-dakota/watertown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Tennessee,Chattanooga,45,https://www.hrc.org/mei/search/tennessee/chattanooga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Tennessee,Clarksville,17,https://www.hrc.org/mei/search/tennessee/clarksville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Tennessee,Franklin,19,https://www.hrc.org/mei/search/tennessee/franklin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
