State,City,Score,Link,Employment -- State -- Sexual Orientation,Employment -- State -- Gender Identity,Employment -- County -- Sexual Orientation,Employment -- County -- Gender Identity,Employment -- City -- Sexual Orientation,Employment -- City -- Gender Identity,Housing -- State -- Sexual Orientation,Housing -- State -- Gender Identity,Housing -- County -- Sexual Orientation,Housing -- County -- Gender Identity,Housing -- City -- Sexual Orientation,Housing -- City -- Gender Identity,Public Accommodations -- State,Public Accommodations -- County,Public Accommodations -- City,All-Gender Single Occupancy Facilities -- State,All-Gender Single Occupancy Facilities -- County,All-Gender Single Occupancy Facilities -- City,Protects Youth From Conversion Therapy -- State,Protects Youth From Conversion Therapy -- County,Protects Youth From Conversion Therapy -- City,Non-Discrimination in City Employment -- City -- Sexual Orientation,Non-Discrimination in City Employment -- City -- Gender Identity,Transgender-Inclusive Healthcare Benefits -- City,City Contractor Non-Discrimination Ordinance -- City -- Sexual Orientation,City Contractor Non-Discrimination Ordinance -- City -- Gender Identity,Inclusive Workplace -- City,City Employee Domestic Partner Benefits -- City,Human Rights Commission -- County,Human Rights Commission -- City,Enforcement Mechanism in Human Rights Commission -- County,Enforcement Mechanism in Human Rights Commission -- City,LGBTQ Liaison in City Executive's Office -- City,Youth Bullying Prevention Policy for City Services -- City -- Sexual Orientation,Youth Bullying Prevention Policy for City Services -- City -- Gender Identity,City provides services to/supports LGBTQ youth -- City,City provides services to/supports LGBTQ homeless people -- City,City provides services to/supports LGBTQ elders -- City,City provides services to/supports people living with HIV/AIDS -- City,City provides services to/supports the transgender community -- City,LGBTQ Police Liaison or Task Force -- City,Reported 2016 Hates Crimes Statistics to the FBI -- City,Leadership's Public Position on LGBTQ Equality -- City,Leadership's Pro-Equality Legislative or Policy Efforts -- City,Openly LGBTQ elected or appointed municipal leaders -- City,City test limits of restrictive state law -- City,Non-Discrimination in City Employment -- County -- Sexual Orientation,Non-Discrimination in City Employment -- County -- Gender Identity,Transgender-Inclusive Healthcare Benefits -- County,City Contractor Non-Discrimination Ordinance -- County -- Sexual Orientation,City Contractor Non-Discrimination Ordinance -- County -- Gender Identity,Inclusive Workplace -- County,City Employee Domestic Partner Benefits -- County,LGBTQ Liaison in City Executive's Office -- County,Youth Bullying Prevention Policy for City Services -- County -- Sexual Orientation,Youth Bullying Prevention Policy for City Services -- County -- Gender Identity,City provides services to/supports LGBTQ youth -- County,City provides services to/supports LGBTQ homeless people -- County,City provides services to/supports LGBTQ elders -- County,City provides services to/supports people living with HIV/AIDS -- County,City provides services to/supports the transgender community -- County,LGBTQ Police Liaison or Task Force -- County,Reported 2016 Hates Crimes Statistics to the FBI -- County,Leadership's Public Position on LGBTQ Equality -- County,Leadership's Pro-Equality Legislative or Policy Efforts -- County,Openly LGBTQ elected or appointed municipal leaders -- County,City test limits of restrictive state law -- County
Tennessee,Johnson City,12,https://www.hrc.org/mei/search/tennessee/johnson-city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Tennessee,Knoxville,60,https://www.hrc.org/mei/search/tennessee/knoxville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,1,0,0,0,0,5,0,0,2,0,0,2,2,10,12,5,1,0,0,,,,,,,,,,,,,,,,,,,,,
Tennessee,Memphis,46,https://www.hrc.org/mei/search/tennessee/memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,12,2,0,0,3,,,,,,,,,,,,,,,,,,,,,
Tennessee,Murfreesboro,12,https://www.hrc.org/mei/search/tennessee/murfreesboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Tennessee,Nashville,63,https://www.hrc.org/mei/search/tennessee/nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,1,0,5,0,2,5,0,0,0,0,0,0,0,5,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Texas,Amarillo,17,https://www.hrc.org/mei/search/texas/amarillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Arlington,48,https://www.hrc.org/mei/search/texas/arlington1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,5,12,5,1,2,0,,,,,,,,,,,,,,,,,,,,,
Texas,Austin,100,https://www.hrc.org/mei/search/texas/austin,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,2,0,0,0,7,7,6,3,3,0,0,0,5,0,2,5,0,0,0,0,2,2,2,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Brownsville,15,https://www.hrc.org/mei/search/texas/brownsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,College Station,12,https://www.hrc.org/mei/search/texas/college-station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Corpus Christi,48,https://www.hrc.org/mei/search/texas/corpus-christi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,10,12,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Dallas,100,https://www.hrc.org/mei/search/texas/dallas,0,0,0,0,4,4,0,0,0,0,4,4,0,0,44,0,0,0,0,0,0,7,7,6,3,3,2,1,0,0,0,2,5,0,0,2,2,2,0,0,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Texas,Denton,52,https://www.hrc.org/mei/search/texas/denton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,10,12,4,1,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,El Paso,51,https://www.hrc.org/mei/search/texas/el-paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,0,12,3,0,0,3,,,,,,,,,,,,,,,,,,,,,
Texas,Fort Worth,100,https://www.hrc.org/mei/search/texas/fort-worth,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,3,3,0,0,0,5,0,2,5,0,0,2,2,2,0,0,10,12,5,2,0,3,,,,,,,,,,,,,,,,,,,,,
Texas,Garland,14,https://www.hrc.org/mei/search/texas/garland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,,,,,,,,,,,,,,,,,,,,,
Texas,Grand Prairie,27,https://www.hrc.org/mei/search/texas/grand-prairie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Houston,70,https://www.hrc.org/mei/search/texas/houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,2,0,0,0,0,0,5,0,0,2,2,2,2,0,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Texas,Irving,32,https://www.hrc.org/mei/search/texas/irving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Killeen,12,https://www.hrc.org/mei/search/texas/killeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Laredo,0,https://www.hrc.org/mei/search/texas/laredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Lubbock,26,https://www.hrc.org/mei/search/texas/lubbock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,McAllen,19,https://www.hrc.org/mei/search/texas/mcallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,McKinney,12,https://www.hrc.org/mei/search/texas/mckinney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Mesquite,17,https://www.hrc.org/mei/search/texas/mesquite1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Pasadena,14,https://www.hrc.org/mei/search/texas/pasadena1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Plano,69,https://www.hrc.org/mei/search/texas/plano,0,0,0,0,5,5,0,0,0,0,5,5,0,0,52,0,0,0,0,0,0,7,7,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,Round Rock,12,https://www.hrc.org/mei/search/texas/round-rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,San Antonio,100,https://www.hrc.org/mei/search/texas/san-antonio,0,0,0,0,0,0,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,3,3,2,0,0,0,0,0,5,1,1,2,2,2,2,2,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Texas,Waco,22,https://www.hrc.org/mei/search/texas/waco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Utah,Logan,46,https://www.hrc.org/mei/search/utah/logan,5,5,0,0,5,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Utah,Ogden City,56,https://www.hrc.org/mei/search/utah/ogden-city,5,5,0,0,5,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,2,1,2,0,,,,,,,,,,,,,,,,,,,,,
Utah,Orem,20,https://www.hrc.org/mei/search/utah/orem,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Utah,Park City,35,https://www.hrc.org/mei/search/utah/park-city,5,5,0,0,5,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Utah,Provo,48,https://www.hrc.org/mei/search/utah/provo,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
Utah,Salt Lake City,66,https://www.hrc.org/mei/search/utah/salt-lake-city,5,5,4,4,5,5,5,5,4,4,4,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Utah,West Jordan,34,https://www.hrc.org/mei/search/utah/west-jordan,5,5,4,4,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
Utah,West Valley City,46,https://www.hrc.org/mei/search/utah/west-valley-city,5,5,4,4,5,5,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Barre,44,https://www.hrc.org/mei/search/vermont/barre,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Brattleboro,46,https://www.hrc.org/mei/search/vermont/brattleboro,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Burlington,80,https://www.hrc.org/mei/search/vermont/burlington,4,4,0,0,0,0,5,5,0,0,5,0,55,0,0,2,0,0,2,0,0,7,7,6,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Castleton,44,https://www.hrc.org/mei/search/vermont/castleton,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Essex,58,https://www.hrc.org/mei/search/vermont/essex,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Montpelier,50,https://www.hrc.org/mei/search/vermont/montpelier,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Rutland,59,https://www.hrc.org/mei/search/vermont/rutland,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,South Burlington,59,https://www.hrc.org/mei/search/vermont/south-burlington,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Vermont,Winooski,60,https://www.hrc.org/mei/search/vermont/winooski,4,4,0,0,0,0,5,5,0,0,0,0,55,0,0,2,0,0,2,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Alexandria,82,https://www.hrc.org/mei/search/virginia/alexandria1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,50,0,0,0,0,0,0,7,7,0,3,0,0,1,0,5,0,2,5,0,0,0,0,0,2,0,10,12,5,3,2,3,,,,,,,,,,,,,,,,,,,,,
Virginia,Arlington County,92,https://www.hrc.org/mei/search/virginia/arlington-county,0,0,5,0,0,0,0,0,5,0,0,0,0,50,0,0,0,0,0,0,0,,,,,,,,5,0,2,0,,,,,,,,,,,,,,,7,7,6,0,0,2,0,5,0,0,2,2,2,2,0,10,12,5,3,2,3
Virginia,Charlottesville,75,https://www.hrc.org/mei/search/virginia/charlottesville,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3,2,0,3,,,,,,,,,,,,,,,,,,,,,
Virginia,Chesapeake,29,https://www.hrc.org/mei/search/virginia/chesapeake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Fairfax,51,https://www.hrc.org/mei/search/virginia/fairfax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5,0,2,0,,,,,,,,,,,,,,,7,7,6,0,0,0,0,0,0,0,2,0,0,2,0,0,12,4,1,0,3
Virginia,Hampton,32,https://www.hrc.org/mei/search/virginia/hampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,10,12,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Newport News,28,https://www.hrc.org/mei/search/virginia/newport-news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Norfolk,43,https://www.hrc.org/mei/search/virginia/norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,12,4,1,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Richmond,94,https://www.hrc.org/mei/search/virginia/richmond1,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,0,0,2,0,0,5,0,2,5,0,0,0,0,0,0,0,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Roanoke,12,https://www.hrc.org/mei/search/virginia/roanoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Virginia,Virginia Beach,50,https://www.hrc.org/mei/search/virginia/virginia-beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,10,12,5,2,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Bellevue,100,https://www.hrc.org/mei/search/washington/bellevue1,5,5,5,5,0,0,5,5,5,5,5,5,55,55,0,0,0,0,2,0,0,7,7,6,3,3,2,1,5,0,2,0,5,0,0,2,2,0,0,0,10,12,4,1,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Bellingham,62,https://www.hrc.org/mei/search/washington/bellingham,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,0,0,0,2,0,0,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Kent,80,https://www.hrc.org/mei/search/washington/kent,5,5,5,5,0,0,5,5,5,5,0,0,55,55,0,0,0,0,2,0,0,7,7,6,3,3,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,12,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Olympia,100,https://www.hrc.org/mei/search/washington/olympia,5,5,0,0,0,0,5,5,5,0,5,5,55,0,0,0,0,1,2,0,0,7,7,6,3,3,0,0,0,5,0,0,5,0,0,2,2,0,0,0,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Pullman,56,https://www.hrc.org/mei/search/washington/pullman,5,5,0,0,0,0,5,5,0,0,5,0,55,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Seattle,100,https://www.hrc.org/mei/search/washington/seattle,5,5,0,0,5,5,5,5,0,0,5,5,55,0,55,0,0,2,2,0,0,7,7,6,3,3,0,1,0,5,0,0,5,0,0,0,0,0,0,2,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Washington,Spokane,67,https://www.hrc.org/mei/search/washington/spokane,5,5,0,0,5,5,5,5,0,0,5,5,55,0,55,0,0,0,2,0,0,7,7,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Washington,Tacoma,96,https://www.hrc.org/mei/search/washington/tacoma,5,5,0,0,5,5,5,5,0,0,5,5,55,0,55,0,0,0,2,0,0,7,7,6,3,3,0,1,0,5,0,2,0,0,0,2,2,0,2,2,0,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Washington,Vancouver,71,https://www.hrc.org/mei/search/washington/vancouver,5,5,0,0,0,0,5,5,0,0,0,0,55,0,0,0,0,0,2,0,0,7,0,6,1,0,0,1,0,5,0,0,0,0,0,2,2,0,0,0,0,12,1,0,2,0,,,,,,,,,,,,,,,,,,,,,
Washington,Vashon,88,https://www.hrc.org/mei/search/washington/vashon,5,5,5,5,0,0,5,5,5,5,0,0,55,55,0,0,0,0,2,0,0,,,,,,,,5,0,2,0,,,,,,,,,,,,,,,7,7,0,3,3,0,1,0,0,0,2,2,2,2,2,0,12,4,2,0,0
West Virginia,Charles Town,45,https://www.hrc.org/mei/search/west-virginia/charles-town,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
West Virginia,Charleston,64,https://www.hrc.org/mei/search/west-virginia/charleston1,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
West Virginia,Huntington,95,https://www.hrc.org/mei/search/west-virginia/huntington,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,6,3,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0,10,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
West Virginia,Lewisburg,43,https://www.hrc.org/mei/search/west-virginia/lewisburg,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
West Virginia,Morgantown,80,https://www.hrc.org/mei/search/west-virginia/morgantown,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,5,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
West Virginia,Parkersburg,13,https://www.hrc.org/mei/search/west-virginia/parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
West Virginia,Wheeling,57,https://www.hrc.org/mei/search/west-virginia/wheeling,0,0,0,0,5,5,0,0,0,0,5,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Appleton,65,https://www.hrc.org/mei/search/wisconsin/appleton,5,0,0,0,5,5,5,0,0,0,5,5,50,0,55,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,2,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Green Bay,28,https://www.hrc.org/mei/search/wisconsin/green-bay,5,0,0,0,0,0,5,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Kenosha,44,https://www.hrc.org/mei/search/wisconsin/kenosha,5,0,0,0,0,0,5,0,0,0,5,0,50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Madison,100,https://www.hrc.org/mei/search/wisconsin/madison,5,0,5,5,5,5,5,0,5,0,5,5,50,0,55,0,0,0,0,0,0,7,7,0,3,3,2,0,0,5,0,2,5,0,0,2,0,2,2,0,10,12,5,2,2,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Milwaukee,100,https://www.hrc.org/mei/search/wisconsin/milwaukee,5,0,5,5,5,5,5,0,5,5,5,5,50,0,55,0,0,0,0,0,2,7,7,6,3,3,0,0,0,5,0,2,5,0,0,0,0,0,2,0,10,12,5,3,0,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Oshkosh,52,https://www.hrc.org/mei/search/wisconsin/oshkosk,5,0,0,0,0,0,5,0,0,0,5,5,50,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Racine,41,https://www.hrc.org/mei/search/wisconsin/racine,5,0,0,0,5,0,5,0,5,0,5,0,50,0,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,0,0,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
Wyoming,Casper,11,https://www.hrc.org/mei/search/wyoming/casper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
Wyoming,Cheyenne,5,https://www.hrc.org/mei/search/wyoming/cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,
